8316,3896.0,5.39
9436,5140.0,3.34
8424,7220.0,3.94
8306,725.8,3.85
4502,3729.0,4.82
9986,1965.0,3.96
8096,3815.0,4.06
7995,2614.0,4.78
4327,2598.0,3.84
8898,1018.0,4.42
7751,3192.0,3.13
8591,2315.0,3.69
8053,1849.0,5.94
8425,2954.0,3.72
8566,3350.0,3.58
9433,4526.0,2.76
